537850[10471] 537888[12462] -1 -2  SUtility:22933
554510[2092] 716926[4606] 826606[941] 826608[313] 826627[1046] 826702[837] 826715[732] 826801[523] 826835[5022] 826955[2720] -1 -2  SUtility:18832
827032[837] -1 -2  SUtility:837
710742[7328] -1 -2  SUtility:7328
821277[4184] -1 -2  SUtility:4184
716980[4812] 832655[3141] -1 -2  SUtility:7953
508563[3141] 826705[2092] 826810[1046] -1 -2  SUtility:6279
748300[2092] 753505[1151] 840483[1674] -1 -2  SUtility:4917
676390[2617] -1 -2  SUtility:2617
716937[4184] -1 -2  SUtility:4184
510215[7328] 642787[10261] -1 -2  SUtility:17589
601197[20839] -1 -2  SUtility:20839
709807[7328] -1 508308[1464] 668791[556] 706441[2720] -1 -2  SUtility:12068
827005[627] 827007[837] -1 834865[523] -1 -2  SUtility:1987
820383[8376] 821285[4184] -1 -2  SUtility:12560
748336[1046] -1 -2  SUtility:1046
716935[6282] -1 -2  SUtility:6282
716982[13609] -1 -2  SUtility:13609
737337[1046] -1 -2  SUtility:1046
551907[1464] 556822[2092] 691557[732] -1 -2  SUtility:4288
717003[9418] -1 -2  SUtility:9418
696434[62622] 819762[627] -1 -2  SUtility:63249
709792[13509] -1 -2  SUtility:13509
840434[17698] -1 -2  SUtility:17698
839313[4188] -1 -2  SUtility:4188
534241[11624] -1 -2  SUtility:11624
821037[837] 840483[1674] -1 -2  SUtility:2511
587384[1570] 819762[627] -1 -2  SUtility:2197
685747[20942] -1 -2  SUtility:20942
601668[6805] 828987[313] -1 -2  SUtility:7118
717005[9632] -1 -2  SUtility:9632
839752[3455] -1 -2  SUtility:3455
695264[2931] 695266[2931] -1 -2  SUtility:5862
821277[3138] -1 -2  SUtility:3138
509084[10471] -1 -2  SUtility:10471
837485[627] 839763[8375] -1 -2  SUtility:9002
820231[2092] -1 -2  SUtility:2092
811754[2617] 819421[313] 819496[1046] -1 -2  SUtility:3976
531937[2092] -1 -2  SUtility:2092
832657[3455] -1 -2  SUtility:3455
829282[1674] -1 -2  SUtility:1674
709735[1570] 835405[1570] -1 -2  SUtility:3140
684745[1465] -1 684745[1465] -1 -2  SUtility:2930
820814[2092] -1 -2  SUtility:2092
568090[13085] -1 -2  SUtility:13085
629197[6805] -1 -2  SUtility:6805
826625[732] 826801[523] 826829[4080] -1 -2  SUtility:5335
826816[1674] 826829[2720] -1 -2  SUtility:4394
820240[1046] 826700[836] 826801[523] -1 709634[837] 826608[313] -1 -2  SUtility:3555
537925[8900] -1 -2  SUtility:8900
584984[1674] 699888[2092] 716926[12874] 716941[3558] 839752[3455] -1 -2  SUtility:23653
579749[627] 738445[5549] -1 -2  SUtility:6176
819777[627] 820237[523] -1 -2  SUtility:1150
582387[22934] -1 -2  SUtility:22934
716932[5759] -1 840483[1674] -1 -2  SUtility:7433
510712[1046] 639192[5235] -1 552382[3141] 685792[5235] 821296[3141] 844023[936] 844312[931] -1 -2  SUtility:19665
537436[2092] 702811[13509] -1 537417[2092] -1 -2  SUtility:17693
826889[1046] 826891[1046] -1 826889[1046] 826891[1046] -1 -2  SUtility:4184
820812[313] 821392[418] -1 -2  SUtility:731
821277[2092] -1 -2  SUtility:2092
821277[6276] 821290[4184] -1 -2  SUtility:10460
594678[8900] -1 594678[8900] -1 -2  SUtility:17800
717860[837] -1 -2  SUtility:837
555492[1046] 820456[418] 821022[1570] 826619[732] -1 -2  SUtility:3766
586711[4710] -1 -2  SUtility:4710
552382[3141] -1 -2  SUtility:3141
819472[1360] -1 -2  SUtility:1360
819772[4184] -1 -2  SUtility:4184
820383[4188] 821285[2092] -1 -2  SUtility:6280
842437[837] 842440[1308] 842446[994] -1 -2  SUtility:3139
753507[523] -1 -2  SUtility:523
826617[627] 826619[732] -1 -2  SUtility:1359
838861[6805] 839660[6282] -1 -2  SUtility:13087
717003[10468] -1 -2  SUtility:10468
543494[10470] -1 -2  SUtility:10470
820396[732] 820402[836] -1 -2  SUtility:1568
667912[941] 744775[837] 820392[627] 820400[418] -1 -2  SUtility:2823
821277[2092] -1 -2  SUtility:2092
585138[3141] -1 -2  SUtility:3141
581917[4711] -1 -2  SUtility:4711
523700[3756] -1 -2  SUtility:3756
716937[7952] 716980[7952] 718203[1360] 826621[1046] 826932[1046] -1 -2  SUtility:19356
537967[14556] -1 -2  SUtility:14556
652460[2930] -1 -2  SUtility:2930
717007[2617] -1 -2  SUtility:2617
537753[10471] -1 -2  SUtility:10471
839313[4188] -1 -2  SUtility:4188
561775[627] 687845[1046] 748336[1046] 826615[732] -1 -2  SUtility:3451
839313[4188] -1 -2  SUtility:4188
716973[8998] -1 -2  SUtility:8998
820261[4188] -1 -2  SUtility:4188
716928[2931] -1 716928[3350] -1 -2  SUtility:6281
811752[2092] 811756[837] -1 -2  SUtility:2929
567331[1883] -1 567331[1883] -1 -2  SUtility:3766
821277[6276] -1 -2  SUtility:6276
581489[8375] -1 -2  SUtility:8375
819427[1570] -1 -2  SUtility:1570
571188[208] 826925[837] 827005[627] 828987[313] 837442[523] 837485[627] -1 571188[208] 826925[837] 827005[627] 828987[313] 837442[523] 837485[627] -1 -2  SUtility:6270
820237[1569] 820240[1046] -1 -2  SUtility:2615
821277[6276] -1 -2  SUtility:6276
716928[13400] -1 -2  SUtility:13400
821272[418] 827020[4188] 827022[5235] -1 -2  SUtility:9841
819490[5235] -1 -2  SUtility:5235
820402[836] 844002[1036] -1 -2  SUtility:1872
706460[10471] 821028[4188] -1 -2  SUtility:14659
821028[4188] -1 -2  SUtility:4188
602703[4607] 680422[2617] -1 -2  SUtility:7224
821277[6276] -1 -2  SUtility:6276
587611[33504] -1 -2  SUtility:33504
821028[4188] -1 -2  SUtility:4188
820192[1570] 820255[3978] -1 -2  SUtility:5548
664919[732] 706441[1360] 826606[941] 826625[732] 826801[523] -1 -2  SUtility:4288
716930[6177] -1 -2  SUtility:6177
839313[4188] -1 -2  SUtility:4188
717005[7224] -1 -2  SUtility:7224
839313[4188] -1 -2  SUtility:4188
511465[8900] -1 -2  SUtility:8900
820252[6282] -1 -2  SUtility:6282
551917[1778] -1 -2  SUtility:1778
748297[3350] -1 -2  SUtility:3350
582391[9424] -1 -2  SUtility:9424
744775[837] 748336[1046] 800268[941] -1 -2  SUtility:2824
584808[11414] -1 -2  SUtility:11414
748336[3138] -1 -2  SUtility:3138
537037[1883] -1 -2  SUtility:1883
821285[4184] 826803[8376] -1 -2  SUtility:12560
826615[732] 826619[732] 826621[1046] -1 838831[1778] -1 -2  SUtility:4288
826627[523] 839313[4188] -1 -2  SUtility:4711
640017[1046] 826908[837] 835405[1570] -1 -2  SUtility:3453
748295[2303] -1 -2  SUtility:2303
553855[941] 821371[1046] -1 -2  SUtility:1987
716941[2408] 716971[6174] -1 -2  SUtility:8582
686902[5234] -1 -2  SUtility:5234
531151[31311] 829810[13509] -1 -2  SUtility:44820
748302[3350] -1 -2  SUtility:3350
594680[12462] 716984[2617] -1 594680[12462] 716984[2617] -1 -2  SUtility:30158
540035[5759] -1 540035[5759] -1 -2  SUtility:11518
840768[3976] 843910[2072] -1 -2  SUtility:6048
640407[16650] -1 -2  SUtility:16650
839313[4188] -1 -2  SUtility:4188
718169[2092] 821024[1570] -1 -2  SUtility:3662
601197[20839] -1 -2  SUtility:20839
561775[2508] -1 -2  SUtility:2508
509084[10471] -1 509084[10471] -1 509084[10471] -1 -2  SUtility:31413
636505[12462] -1 -2  SUtility:12462
821290[8368] -1 -2  SUtility:8368
748336[1046] 821290[2092] -1 -2  SUtility:3138
717528[5235] -1 -2  SUtility:5235
586711[4710] -1 -2  SUtility:4710
821390[1882] -1 -2  SUtility:1882
586923[1360] 821272[1254] 821292[627] 826810[1046] -1 -2  SUtility:4287
712537[1046] -1 -2  SUtility:1046
819775[1046] 839313[4188] -1 -2  SUtility:5234
684513[10471] -1 -2  SUtility:10471
717614[6282] -1 -2  SUtility:6282
706147[3141] 826889[1046] -1 -2  SUtility:4187
716930[6282] -1 -2  SUtility:6282
839313[4188] -1 -2  SUtility:4188
821369[3138] 826925[837] 827005[627] 827007[837] 827026[1046] 834865[523] -1 -2  SUtility:7008
839740[8900] -1 -2  SUtility:8900
702725[30264] -1 -2  SUtility:30264
839313[4188] -1 -2  SUtility:4188
738449[5549] -1 -2  SUtility:5549
821013[1883] -1 -2  SUtility:1883
838366[4500] -1 -2  SUtility:4500
717781[7328] -1 -2  SUtility:7328
821277[2092] 821290[4184] -1 -2  SUtility:6276
709792[13509] -1 709792[13509] -1 709792[13509] -1 -2  SUtility:40527
706441[1360] 744528[680] 835405[3140] -1 -2  SUtility:5180
826925[837] -1 827000[418] 827005[627] 827007[837] 834865[523] -1 -2  SUtility:3242
839313[4188] -1 -2  SUtility:4188
602600[626] -1 -2  SUtility:626
553855[941] 821275[5230] -1 -2  SUtility:6171
738457[1046] 826623[941] -1 -2  SUtility:1987
826608[626] 826801[1046] -1 -2  SUtility:1672
700885[3664] -1 -2  SUtility:3664
718160[2092] -1 -2  SUtility:2092
523700[9390] -1 -2  SUtility:9390
551913[7112] -1 -2  SUtility:7112
832557[2092] 832559[2092] -1 -2  SUtility:4184
820814[2092] -1 -2  SUtility:2092
697784[1360] -1 -2  SUtility:1360
716932[4188] -1 716932[4188] -1 -2  SUtility:8376
821367[10471] -1 -2  SUtility:10471
534267[5549] 550079[1988] -1 -2  SUtility:7537
710159[3141] -1 -2  SUtility:3141
712402[3141] 821386[837] 839909[9424] -1 -2  SUtility:13402
613893[8900] -1 -2  SUtility:8900
820812[313] 826612[523] 826617[627] -1 820812[313] 826612[523] 826617[627] -1 -2  SUtility:2926
695065[17802] -1 -2  SUtility:17802
821277[6276] -1 -2  SUtility:6276
840483[3348] -1 -2  SUtility:3348
826925[837] 827000[418] -1 -2  SUtility:1255
819751[1570] 820214[8376] -1 -2  SUtility:9946
587317[837] 826837[627] 826872[523] -1 -2  SUtility:1987
717005[8162] -1 716984[3766] 716986[7221] 832653[3766] -1 744530[10460] -1 -2  SUtility:33375
821277[1046] 821290[2092] -1 -2  SUtility:3138
681091[1465] -1 -2  SUtility:1465
708239[8375] -1 708239[8375] -1 -2  SUtility:16750
513284[2092] 513290[523] 551630[21987] -1 -2  SUtility:24602
716930[12354] -1 -2  SUtility:12354
826801[5230] -1 -2  SUtility:5230
534843[1883] 539549[2092] 819775[1046] -1 -2  SUtility:5021
716937[4184] 716939[3556] -1 -2  SUtility:7740
819577[627] 821392[418] -1 -2  SUtility:1045
684513[10471] -1 -2  SUtility:10471
826722[3664] -1 -2  SUtility:3664
839313[16752] -1 -2  SUtility:16752
826608[313] 829285[2511] -1 -2  SUtility:2824
748300[2303] -1 753513[784] -1 -2  SUtility:3087
585633[1465] 748336[1046] 839311[1570] -1 -2  SUtility:4081
826893[3762] -1 -2  SUtility:3762
827022[5235] -1 -2  SUtility:5235
774685[2826] 821037[1674] -1 -2  SUtility:4500
832730[37594] -1 -2  SUtility:37594
717794[1465] 837485[627] -1 -2  SUtility:2092
748300[2303] -1 -2  SUtility:2303
677935[7328] -1 -2  SUtility:7328
748340[12552] -1 -2  SUtility:12552
820231[4184] -1 -2  SUtility:4184
811752[2092] 811756[837] -1 -2  SUtility:2929
753513[1568] -1 -2  SUtility:1568
826925[837] 827000[418] 827007[837] 834865[523] -1 558192[732] 712126[680] 821305[4184] 821307[198] 821309[3141] 826934[523] 827005[627] 828987[313] -1 -2  SUtility:13013
837485[627] -1 -2  SUtility:627
820383[8376] -1 -2  SUtility:8376
674647[4188] -1 -2  SUtility:4188
718220[2092] -1 -2  SUtility:2092
826897[5235] -1 -2  SUtility:5235
613893[8900] -1 -2  SUtility:8900
821343[3350] -1 -2  SUtility:3350
839313[4188] -1 -2  SUtility:4188
839313[4188] -1 -2  SUtility:4188
560187[1570] -1 -2  SUtility:1570
819393[1570] 826705[2092] 833575[2092] 833577[2092] -1 -2  SUtility:7846
537541[837] 538484[1046] 702907[1046] -1 -2  SUtility:2929
753507[575] -1 -2  SUtility:575
577062[2617] 684843[627] 687895[6282] 819380[1046] 819760[627] 820402[418] -1 -2  SUtility:11617
829312[6282] -1 -2  SUtility:6282
821290[8368] -1 -2  SUtility:8368
821290[6276] 826801[523] -1 -2  SUtility:6799
839313[4188] 839999[523] -1 -2  SUtility:4711
717507[4080] 826891[1046] -1 -2  SUtility:5126
826803[4188] -1 -2  SUtility:4188
717620[2303] -1 -2  SUtility:2303
718197[3141] -1 -2  SUtility:3141
534280[7852] -1 -2  SUtility:7852
556561[1778] 826702[837] -1 -2  SUtility:2615
714717[2720] -1 -2  SUtility:2720
820192[1570] 820237[523] 826608[313] 839909[9424] -1 -2  SUtility:11830
826810[2092] -1 -2  SUtility:2092
821277[6276] -1 -2  SUtility:6276
696434[31311] -1 -2  SUtility:31311
537520[1465] 664919[732] 826625[732] -1 -2  SUtility:2929
826606[2823] -1 -2  SUtility:2823
538439[1883] 551890[4502] 674568[4188] 819547[418] 819577[627] 820454[523] 821020[732] 821392[418] 832552[1046] -1 -2  SUtility:14337
832559[2092] -1 -2  SUtility:2092
821277[6276] -1 -2  SUtility:6276
829285[2511] -1 -2  SUtility:2511
748338[3350] -1 -2  SUtility:3350
833782[8375] -1 -2  SUtility:8375
826700[836] 826801[1046] 832552[1046] -1 -2  SUtility:2928
826606[941] 826627[523] 826955[2720] 835042[2092] -1 -2  SUtility:6276
832730[44925] -1 -2  SUtility:44925
680369[10470] 826627[1046] 826955[2720] -1 -2  SUtility:14236
709792[13509] -1 -2  SUtility:13509
826897[5235] -1 -2  SUtility:5235
601017[14448] 691477[1988] 718398[2930] 748282[376] 819376[418] 819740[1464] 821020[732] 821300[732] 826837[627] 826998[837] 843397[1036] 843895[675] 843899[805] 843957[1768] -1 -2  SUtility:28836
672963[15603] -1 540597[5024] -1 -2  SUtility:20627
819796[10471] -1 -2  SUtility:10471
838855[2303] -1 -2  SUtility:2303
819547[418] 821020[732] 821024[1570] -1 -2  SUtility:2720
587898[52255] -1 -2  SUtility:52255
839647[5235] 839658[7328] -1 -2  SUtility:12563
539845[26075] -1 -2  SUtility:26075
820345[1883] -1 -2  SUtility:1883
748338[3350] -1 -2  SUtility:3350
748295[2303] 748304[2303] 753507[1150] -1 -2  SUtility:5756
839313[4188] 839995[523] 839997[523] 839999[523] -1 -2  SUtility:5757
685786[26075] -1 -2  SUtility:26075
821373[8376] -1 -2  SUtility:8376
826627[1046] 826955[2720] -1 -2  SUtility:3766
838503[18745] -1 -2  SUtility:18745
668590[1570] -1 -2  SUtility:1570
586610[1254] 587521[33300] 835784[33406] -1 -2  SUtility:67960
573582[11098] 691188[4184] -1 -2  SUtility:15282
508287[1046] -1 -2  SUtility:1046
748336[1046] 827017[1046] -1 -2  SUtility:2092
716928[10568] -1 -2  SUtility:10568
819412[1360] -1 -2  SUtility:1360
546106[2512] 686086[10471] -1 -2  SUtility:12983
652882[18326] -1 -2  SUtility:18326
820233[2930] 820261[8376] 826801[523] -1 -2  SUtility:11829
821307[396] 826925[837] 827000[1254] 827005[627] 827007[837] 827026[1046] 834865[523] -1 -2  SUtility:5520
820252[6282] -1 -2  SUtility:6282
832655[3766] -1 820255[3769] -1 -2  SUtility:7535
716930[6282] 716971[4184] -1 -2  SUtility:10466
717095[41783] -1 -2  SUtility:41783
687642[1570] -1 -2  SUtility:1570
821390[941] -1 821390[941] -1 -2  SUtility:1882
716935[5759] -1 -2  SUtility:5759
567010[2722] 571904[3141] -1 567010[2722] 571904[3141] -1 -2  SUtility:11726
700992[7328] -1 -2  SUtility:7328
534430[7852] 534438[4502] -1 -2  SUtility:12354
826705[2092] -1 -2  SUtility:2092
581761[2092] -1 -2  SUtility:2092
826621[1046] -1 819691[523] 821015[418] 840483[1674] -1 -2  SUtility:3661
821020[1464] -1 -2  SUtility:1464
717888[2092] -1 826627[1046] 826829[2720] 826891[4184] 826893[2508] 826955[2720] -1 -2  SUtility:15270
567376[1883] 826715[732] 826955[1360] -1 -2  SUtility:3975
716973[4184] -1 -2  SUtility:4184
717888[2092] 819547[418] 821015[418] 821020[732] -1 -2  SUtility:3660
826627[1046] 826955[2720] -1 -2  SUtility:3766
820252[6282] -1 -2  SUtility:6282
820387[1046] -1 -2  SUtility:1046
717888[2092] 819552[1046] -1 -2  SUtility:3138
820450[4188] -1 -2  SUtility:4188
716992[4711] -1 -2  SUtility:4711
821277[4184] -1 -2  SUtility:4184
641902[8375] 839302[12462] -1 -2  SUtility:20837
716975[4184] -1 -2  SUtility:4184
716926[5234] -1 -2  SUtility:5234
684513[10471] -1 -2  SUtility:10471
584969[3141] 714721[1046] -1 584969[3141] 714721[1046] -1 -2  SUtility:8374
586923[2720] -1 -2  SUtility:2720
586645[4606] -1 586645[4606] -1 586645[4606] -1 -2  SUtility:13818
718203[1360] -1 718216[1046] 821380[4184] -1 -2  SUtility:6590
644339[5968] 716930[10365] 821367[10471] -1 -2  SUtility:26804
717007[1778] -1 -2  SUtility:1778
738453[2303] -1 -2  SUtility:2303
712544[2617] -1 -2  SUtility:2617
644958[83671] -1 -2  SUtility:83671
839313[41880] -1 -2  SUtility:41880
839313[4188] 839995[523] 839999[523] -1 839997[523] -1 -2  SUtility:5757
573168[5334] -1 573168[5334] -1 -2  SUtility:10668
587898[52255] -1 -2  SUtility:52255
613743[9424] -1 587853[38642] -1 -2  SUtility:48066
833800[31311] 839313[4188] -1 -2  SUtility:35499
691557[732] 843410[1350] 844012[826] -1 -2  SUtility:2908
716975[10883] -1 -2  SUtility:10883
839313[4188] -1 839313[4188] -1 -2  SUtility:8376
533371[3141] 538981[9004] 826810[1046] 829310[4188] -1 -2  SUtility:17379
820842[4184] 821272[418] 821298[627] -1 820842[4184] 821272[418] 821298[627] -1 820842[4184] 821272[418] 821298[627] -1 -2  SUtility:15687
677510[41783] -1 -2  SUtility:41783
706441[1360] 821392[418] -1 716217[837] 716225[732] 829737[1360] -1 -2  SUtility:4707
714573[5235] 834985[4392] 839643[3874] -1 -2  SUtility:13501
829312[6282] 839313[4188] -1 -2  SUtility:10470
839313[4188] -1 -2  SUtility:4188
551862[2511] -1 -2  SUtility:2511
821380[4184] -1 821380[3138] -1 821380[1046] -1 -2  SUtility:8368
684513[20942] -1 -2  SUtility:20942
716941[2198] 716977[2198] 717003[15494] 717007[4606] -1 -2  SUtility:24496
820814[2092] -1 -2  SUtility:2092
820942[1464] 839752[3455] -1 -2  SUtility:4919
820261[8376] -1 -2  SUtility:8376
743356[2303] -1 -2  SUtility:2303
826606[941] 826623[941] 826801[523] 826955[2720] -1 -2  SUtility:5125
827062[6282] -1 690813[3141] 827062[6282] -1 -2  SUtility:15705
820392[627] 820396[2196] 826612[523] -1 -2  SUtility:3346
838503[18745] -1 -2  SUtility:18745
551617[4188] -1 -2  SUtility:4188
716971[6594] -1 -2  SUtility:6594
596602[36547] -1 -2  SUtility:36547
547042[2931] -1 -2  SUtility:2931
841640[7328] -1 -2  SUtility:7328
706147[6282] -1 706147[6282] -1 -2  SUtility:12564
820231[2092] -1 -2  SUtility:2092
509135[1883] -1 -2  SUtility:1883
560354[4188] -1 -2  SUtility:4188
552687[16750] -1 -2  SUtility:16750
685795[1046] 686086[10471] -1 -2  SUtility:11517
645963[3141] 840483[1674] -1 -2  SUtility:4815
706460[10471] -1 -2  SUtility:10471
832728[36547] -1 -2  SUtility:36547
644650[2722] -1 -2  SUtility:2722
601012[6701] 601030[3141] -1 -2  SUtility:9842
820261[4188] -1 -2  SUtility:4188
717003[2617] -1 -2  SUtility:2617
717286[1254] 826872[523] 826876[836] 826908[837] -1 -2  SUtility:3450
821300[732] 827009[1046] -1 -2  SUtility:1778
819798[4921] -1 -2  SUtility:4921
840762[29217] -1 -2  SUtility:29217
601040[9422] 832728[36547] -1 -2  SUtility:45969
716982[17168] -1 -2  SUtility:17168
702886[5759] -1 -2  SUtility:5759
725532[523] 744775[837] 800268[941] 819430[418] 820396[732] -1 -2  SUtility:3451
532072[3141] 691428[1778] 691632[889] 842575[931] 842577[931] -1 -2  SUtility:7670
537468[4188] -1 -2  SUtility:4188
601027[9423] -1 -2  SUtility:9423
718182[1150] 819777[1254] -1 -2  SUtility:2404
601040[9422] -1 -2  SUtility:9422
718396[2092] -1 -2  SUtility:2092
601670[16650] -1 -2  SUtility:16650
511072[4397] -1 -2  SUtility:4397
839313[4188] -1 -2  SUtility:4188
832484[4050] -1 832484[4050] -1 -2  SUtility:8100
839643[3874] -1 839643[3874] -1 -2  SUtility:7748
716926[4816] 717003[4606] 717005[1778] -1 716926[5234] 717007[5234] -1 -2  SUtility:21668
821277[6276] -1 -2  SUtility:6276
717571[3141] -1 -2  SUtility:3141
601040[4711] 601042[6282] -1 -2  SUtility:10993
840762[29217] -1 -2  SUtility:29217
702852[6282] 748282[376] 821399[941] -1 -2  SUtility:7599
573168[1778] 706147[3141] -1 -2  SUtility:4919
826705[2092] -1 -2  SUtility:2092
819490[5235] -1 819490[5235] -1 -2  SUtility:10470
820383[4188] 821272[418] 826608[313] 826702[837] -1 -2  SUtility:5756
640893[1360] -1 -2  SUtility:1360
821011[2617] -1 -2  SUtility:2617
716935[6282] 716975[1988] 716977[1988] -1 -2  SUtility:10258
716937[5754] 716977[7952] 826702[837] 826801[523] -1 -2  SUtility:15066
706441[1360] 840483[1674] -1 -2  SUtility:3034
601197[20839] -1 -2  SUtility:20839
832557[2092] -1 -2  SUtility:2092
826612[1046] 826615[1464] 826617[1254] -1 -2  SUtility:3764
827005[627] -1 827000[418] 828987[313] 834865[523] -1 -2  SUtility:1881
821277[4184] -1 -2  SUtility:4184
842433[3556] 843905[2478] 843916[2181] -1 -2  SUtility:8215
718210[2092] -1 -2  SUtility:2092
716930[5759] -1 -2  SUtility:5759
706460[10471] -1 -2  SUtility:10471
716926[2408] 716977[1988] -1 -2  SUtility:4396
820413[9420] 821290[6276] -1 -2  SUtility:15696
551855[418] 551883[523] 551892[1570] -1 -2  SUtility:2511
744530[4184] -1 -2  SUtility:4184
712235[10471] -1 712235[10471] -1 -2  SUtility:20942
537050[2617] 712653[1046] -1 -2  SUtility:3663
536435[4188] 685424[4188] -1 -2  SUtility:8376
821285[2092] -1 -2  SUtility:2092
716369[1046] 820195[1570] 820240[1046] -1 -2  SUtility:3662
601010[8376] -1 -2  SUtility:8376
774687[941] -1 -2  SUtility:941
716607[3141] -1 -2  SUtility:3141
601197[20839] -1 -2  SUtility:20839
684702[4188] 826837[627] 826872[523] 826925[837] 827000[418] 827026[1046] 834865[523] -1 -2  SUtility:8162
600492[732] 819777[627] -1 -2  SUtility:1359
716973[4396] 717005[2617] -1 -2  SUtility:7013
839313[4188] -1 -2  SUtility:4188
668590[1570] -1 -2  SUtility:1570
821028[4188] -1 -2  SUtility:4188
821272[418] 827020[4188] 839313[4188] 839995[523] 839997[523] 839999[523] 840001[523] -1 -2  SUtility:10886
839313[8376] -1 -2  SUtility:8376
658880[2250] 754537[3141] 838863[3036] -1 -2  SUtility:8427
536399[4711] 714721[1046] -1 -2  SUtility:5757
819490[5235] -1 -2  SUtility:5235
