850743[1989] -1 -2  SUtility:1989
573001[1878] 839791[2190] -1 -2  SUtility:4068
 12795[10] -1 12843[8] -1 12875[40] -1 12879[4] -1 12895[12] -1 -2  SUtility:74
821277[6276] -1 -2  SUtility:6276
821296[3141] -1 -2  SUtility:3141
717003[3036] -1 -2  SUtility:3036
850947[1046] 851714[2931] 853347[1565] -1 -2  SUtility:5542
718210[2303] -1 -2  SUtility:2303
567327[941] 567333[837] -1 -2  SUtility:1778
850771[1884] -1 -2  SUtility:1884
 12327[4] -1 12691[16] -1 -2  SUtility:20
844394[5862] -1 844439[2093] -1 -2  SUtility:7955
851080[627] 851161[627] 851163[627] 851234[941] -1 558192[554] 851131[627] 853186[837] -1 -2  SUtility:4840
646490[2931] -1 -2  SUtility:2931
 12895[8] -1 -2  SUtility:8
 12407[8] -1 -2  SUtility:8
 18603[7] -1 -2  SUtility:7
842735[4711] -1 -2  SUtility:4711
1[2] -1 1[2] -1 1[1] -1 172[3] -1 284[12] -1 1329[10] -1 197[3] -1 124[5] -1 27[9] -1 1344[6] -1 1345[2] -1 1346[2] -1 -2  SUtility:57
852978[2617] 853094[4188] -1 -2  SUtility:6805
609442[36442] -1 -2  SUtility:36442
510445[8377] 580462[1046] -1 -2  SUtility:9423
613882[1046] 744427[1778] 826805[1883] 829752[2092] -1 -2  SUtility:6799
853732[1046] 854268[941] -1 -2  SUtility:1987
547042[2931] -1 -2  SUtility:2931
829310[4188] -1 -2  SUtility:4188
687475[2093] -1 -2  SUtility:2093
850707[12462] -1 -2  SUtility:12462
821302[3140] 821305[6276] 821341[8376] -1 -2  SUtility:17792
578645[26075] 690121[627] 713410[7853] 854707[15603] -1 -2  SUtility:50158
852978[2617] -1 -2  SUtility:2617
1[4] -1 3[5] -1 9[9] -1 13[35] -1 23[30] -1 25[5] -1 34[35] -1 36[16] -1 38[4] -1 44[7] -1 52[4] -1 54[18] -1 59[9] -1 63[60] -1 67[3] -1 76[10] -1 85[20] -1 86[3] -1 90[9] -1 93[28] -1 99[9] -1 110[10] -1 113[7] -2 SUtility:340
842399[41783] -1 -2  SUtility:41783
839313[4188] -1 -2  SUtility:4188
643064[4188] -1 643064[4188] -1 -2  SUtility:8376
712242[523] 743821[627] -1 -2  SUtility:1150
849327[9424] -1 -2  SUtility:9424
 10315[3] -1 12487[18] -1 -2  SUtility:21
684115[2617] -1 640893[1360] -1 -2  SUtility:3977
717867[4710] -1 853435[1046] -1 -2  SUtility:5756
717061[1674] -1 -2  SUtility:1674
645005[5235] -1 -2  SUtility:5235
 33469[12] -1 -2  SUtility:12
 12795[10] -1 12819[6] -1 12867[21] -1 12875[20] -1 12895[4] -1 -2  SUtility:61
550385[17698] -1 -2  SUtility:17698
 10877[4] -1 12347[18] -1 18511[6] -1 34909[36] -1 48655[6] -1 -2  SUtility:70
835004[4816] -1 -2  SUtility:4816
843539[1245] -1 -2  SUtility:1245
2[20] -1 3[9] -1 10[8] -1 17[4] -1 23[25] -1 28[7] -1 34[40] -1 36[16] -1 39[18] -1 43[35] -1 53[2] -1 56[12] -1 59[3] -1 63[60] -1 67[3] -1 78[20] -1 85[14] -1 86[7] -1 90[2] -1 93[56] -1 98[24] -1 111[9] -1 116[24] -2 SUtility:418
850947[5230] -1 -2  SUtility:5230
853085[313] 853094[4188] 853096[5235] 853105[1046] 853248[837] -1 -2  SUtility:11619
2[25] -1 3[3] -1 11[42] -1 13[15] -1 23[30] -1 28[14] -1 34[5] -1 36[10] -1 39[15] -1 46[7] -1 53[18] -1 56[36] -1 59[9] -1 63[30] -1 69[7] -1 76[8] -1 85[10] -1 86[1] -1 90[5] -1 93[7] -1 99[1] -1 111[5] -1 116[16] -2 SUtility:319
 10335[3] -1 -2  SUtility:3
684785[1046] 853767[1046] 854495[627] 854547[1360] -1 845958[240] -1 -2  SUtility:4319
512431[8375] -1 -2  SUtility:8375
835535[1988] -1 -2  SUtility:1988
 18459[45] -1 -2  SUtility:45
612901[7956] 645329[6282] -1 -2  SUtility:14238
 12663[10] -1 -2  SUtility:10
851122[837] 851236[523] 851581[1046] -1 -2  SUtility:2406
710097[680] 846985[7643] 851133[554] 853353[837] 853767[1046] 854118[1360] -1 717809[2093] -1 -2  SUtility:14213
853250[8900] -1 -2  SUtility:8900
 12875[4] -1 -2  SUtility:4
 11[2] -1 1[14] -1 6[50] -1 3[8] -1 3958[27] -1 -2  SUtility:101
 12795[1] -1 12819[10] -1 -2  SUtility:11
717832[4188] -1 -2  SUtility:4188
 4[7] -1 4754[14] -1 -2  SUtility:21
511870[10471] -1 -2  SUtility:10471
 12895[16] -1 -2  SUtility:16
850945[732] 853413[795] 853435[1046] 853767[1046] -1 -2  SUtility:3619
853700[837] 853702[523] 853713[837] -1 -2  SUtility:2197
840378[10471] -1 -2  SUtility:10471
857551[3664] 857830[8377] -1 -2  SUtility:12041
512645[3141] 512647[3141] 512650[3141] 820840[2931] -1 -2  SUtility:12354
829760[8900] -1 -2  SUtility:8900
744530[20920] -1 744530[16736] -1 -2  SUtility:37656
838505[16650] -1 -2  SUtility:16650
849102[941] 849153[837] -1 -2  SUtility:1778
564687[2930] -1 -2  SUtility:2930
748338[3350] 753513[784] -1 -2  SUtility:4134
513284[2093] 850938[2092] -1 579704[4188] -1 -2  SUtility:8373
821309[3350] 844439[16744] -1 844439[6279] -1 -2  SUtility:26373
 12775[21] -1 12895[10] -1 18691[18] -1 -2  SUtility:49
699301[5549] 709634[837] 820201[3141] -1 -2  SUtility:9527
819577[680] 854300[2196] 854585[261] -1 -2  SUtility:3137
 12471[5] -1 12659[24] -1 -2  SUtility:29
 12367[24] -1 12395[40] -1 12403[14] -1 12411[9] -1 12727[36] -1 -2  SUtility:123
853722[418] 853767[1046] 854118[1360] -1 -2  SUtility:2824
561775[627] 711267[1465] 716671[418] 835167[554] 837003[2617] 851080[627] 851287[418] -1 561775[627] 716671[418] 835167[554] 837003[2617] 851080[627] 851287[418] -1 711267[1465] -1 -2  SUtility:13452
636505[12462] -1 -2  SUtility:12462
 18619[4] -1 -2  SUtility:4
853113[732] 854577[1570] -1 -2  SUtility:2302
 33469[9] -1 -2  SUtility:9
 47945[5] -1 47949[6] -1 -2  SUtility:11
850932[4397] -1 -2  SUtility:4397
534907[1778] 551907[732] 691332[1883] 820844[2092] -1 -2  SUtility:6485
 12895[2] -1 -2  SUtility:2
552378[3140] 580293[2303] -1 -2  SUtility:5443
853096[5235] -1 -2  SUtility:5235
716928[7851] -1 -2  SUtility:7851
 12695[30] -1 -2  SUtility:30
103[4] -1 71[8] -1 1012[10] -1 1334[2] -1 18[12] -1 225[25] -1 17[4] -1 71[4] -1 4398[2] -1 307[1] -1 71[9] -1 211[4] -1 74[1] -1 1334[27] -1 20[5] -1 265[2] -1 274[12] -1 220[10] -1 1142[4] -1 14[3] -1 1158[6] -1 265[4] -1 29[4] -1 4030[10] -1 1334[8] -1 71[2] -1 122[1] -1 188[2] -1 579[2] -1 40[16] -1 4646[3] -1 92[9] -1 33[12] -1 4620[4] -1 266[6] -1 265[8] -1 5660[4] -1 30[12] -1 602[12] -1 21[6] -1 144[2] -1 290[2] -1 876[2] -1 103[10] -1 30[5] -1 579[21] -1 8[3] -1 126[28] -1 290[2] -1 4318[3] -1 71[5] -1 8[2] -1 868[5] -1 18[2] -1 8[6] -1 84[2] -1 92[10] -1 52[1] -1 25[1] -1 30[4] -1 290[6] -1 71[3] -1 8[2] -1 1666[4] -1 21[2] -1 5661[3] -1 -2  SUtility:416
1[16] -1 6[12] -1 9[8] -1 17[4] -1 24[10] -1 32[56] -1 34[50] -1 36[6] -1 38[3] -1 48[4] -1 53[6] -1 58[5] -1 61[25] -1 66[5] -1 67[27] -1 77[35] -1 85[6] -1 86[10] -1 90[3] -1 94[60] -1 102[30] -1 110[30] -1 119[9] -2 SUtility:420
839643[3874] -1 -2  SUtility:3874
516065[3558] -1 -2  SUtility:3558
846378[7643] 853115[1674] -1 -2  SUtility:9317
1[4] -1 7[20] -1 9[10] -1 13[10] -1 24[20] -1 29[32] -1 34[5] -1 36[2] -1 38[1] -1 48[6] -1 53[16] -1 58[4] -1 61[50] -1 63[18] -1 69[2] -1 76[10] -1 85[4] -1 86[6] -1 90[10] -1 94[48] -1 102[24] -1 110[10] -1 119[6] -2 SUtility:318
848688[418] 853700[837] -1 -2  SUtility:1255
853767[1046] -1 853767[1046] -1 -2  SUtility:2092
853767[1046] 854298[732] 854515[732] 854517[1360] 854538[1046] -1 -2  SUtility:4916
 10311[3] -1 32213[30] -1 -2  SUtility:33
748336[1151] 821350[418] 826610[732] 828995[523] 833755[523] 834877[732] -1 718387[1360] 748293[3350] 748297[3350] 753513[784] -1 -2  SUtility:12923
821309[3141] -1 -2  SUtility:3141
851242[1360] 851320[941] 851590[1570] -1 -2  SUtility:3871
826803[8794] -1 -2  SUtility:8794
645005[5235] 821290[6276] -1 -2  SUtility:11511
 33469[24] -1 -2  SUtility:24
848165[523] 851750[627] 853210[418] 853435[1046] 853722[418] 853767[1046] 853848[1360] 853852[313] 853994[627] -1 -2  SUtility:6378
 10877[8] -1 48667[3] -1 -2  SUtility:11
711307[523] 851232[732] -1 -2  SUtility:1255
853379[1565] 853417[1565] -1 -2  SUtility:3130
 33449[6] -1 -2  SUtility:6
853852[313] 853994[627] 853996[837] 854148[418] -1 -2  SUtility:2195
595139[4606] -1 -2  SUtility:4606
829042[5549] -1 -2  SUtility:5549
 12331[24] -1 -2  SUtility:24
587553[4188] -1 -2  SUtility:4188
567329[837] 832469[309] 854262[837] 856355[927] 856415[576] 856417[288] 856458[416] 861648[388] 861657[229] -1 -2  SUtility:4807
829752[2092] -1 -2  SUtility:2092
1[6] -1 3[8] -1 10[16] -1 14[16] -1 24[14] -1 29[4] -1 34[50] -1 36[18] -1 39[18] -1 45[21] -1 52[3] -1 56[30] -1 61[20] -1 66[45] -1 69[1] -1 79[35] -1 85[10] -1 86[6] -1 90[8] -1 95[32] -1 101[12] -1 110[5] -1 114[21] -2 SUtility:399
550876[52255] 840541[10471] -1 -2  SUtility:62726
 3[3] -1 4791[16] -1 -2  SUtility:19
 10311[6] -1 12571[1] -1 12703[2] -1 12751[7] -1 12875[36] -1 32201[30] -1 32213[48] -1 -2  SUtility:130
821313[5967] 821315[5549] -1 -2  SUtility:11516
551624[7328] -1 -2  SUtility:7328
850870[418] 850936[1151] 853992[627] 853996[837] 854146[1360] -1 -2  SUtility:4393
643036[2093] -1 -2  SUtility:2093
586805[26075] -1 -2  SUtility:26075
 11[3] -1 6[40] -1 91[36] -1 77[7] -1 -2  SUtility:86
853330[1254] 853428[418] -1 -2  SUtility:1672
853113[732] -1 -2  SUtility:732
851748[1254] 851750[627] 853135[418] 853184[941] 853195[1046] 853225[627] 853233[1569] 853242[418] -1 -2  SUtility:6900
684942[313] 851592[313] -1 587317[627] 716671[418] 716714[523] 744775[889] 851122[837] 851163[627] -1 -2  SUtility:4547
716671[418] 716714[523] 716746[523] 851028[1046] -1 -2  SUtility:2510
716707[1725] 832604[6909] -1 -2  SUtility:8634
716654[2093] -1 851080[627] 851161[627] -1 851080[627] 851161[627] -1 -2  SUtility:4601
 12727[36] -1 -2  SUtility:36
 12487[14] -1 32213[18] -1 -2  SUtility:32
510460[2931] 853072[15603] -1 -2  SUtility:18534
2[10] -1 3[3] -1 10[14] -1 17[6] -1 23[50] -1 28[14] -1 34[5] -1 36[8] -1 39[30] -1 43[28] -1 53[8] -1 56[60] -1 59[8] -1 63[42] -1 67[6] -1 78[16] -1 85[16] -1 86[8] -1 90[3] -1 93[49] -1 98[6] -1 110[50] -1 116[16] -2 SUtility:456
 12407[20] -1 12447[49] -1 12515[3] -1 12519[4] -1 35213[10] -1 -2  SUtility:86
748285[1046] 829100[1464] -1 -2  SUtility:2510
837487[837] 838831[1778] 839386[837] -1 -2  SUtility:3452
821315[26175] -1 -2  SUtility:26175
853177[6282] -1 -2  SUtility:6282
820415[941] 821307[396] -1 -2  SUtility:1337
584939[20936] -1 -2  SUtility:20936
836761[41783] -1 836761[41783] -1 -2  SUtility:83566
853420[2092] -1 -2  SUtility:2092
 33449[15] -1 -2  SUtility:15
839755[9424] -1 -2  SUtility:9424
 33465[3] -1 -2  SUtility:3
 12355[2] -1 12435[4] -1 12547[2] -1 12559[63] -1 12579[10] -1 18487[48] -1 47277[6] -1 47687[15] -1 47957[10] -1 48575[18] -1 48675[36] -1 -2  SUtility:214
718160[2092] 821022[1570] -1 -2  SUtility:3662
711297[2722] 827011[3141] -1 -2  SUtility:5863
844394[5862] 844439[2093] -1 844394[5862] 844439[2093] -1 -2  SUtility:15910
838252[10471] -1 -2  SUtility:10471
576890[837] 602727[2617] -1 821300[732] -1 -2  SUtility:4186
859240[18745] 859242[19792] -1 -2  SUtility:38537
829366[1360] -1 -2  SUtility:1360
853422[418] -1 853420[2092] -1 -2  SUtility:2510
853321[12564] -1 -2  SUtility:12564
853760[7328] -1 -2  SUtility:7328
701787[28065] -1 -2  SUtility:28065
 12655[28] -1 12763[2] -1 12779[18] -1 12787[40] -1 12835[16] -1 32201[45] -1 -2  SUtility:149
839594[2093] -1 -2  SUtility:2093
819490[5235] -1 -2  SUtility:5235
854491[1360] -1 -2  SUtility:1360
 12463[10] -1 -2  SUtility:10
840410[4188] -1 -2  SUtility:4188
 10315[9] -1 12679[45] -1 12691[8] -1 12831[9] -1 -2  SUtility:71
853100[3348] 854785[1464] 855151[523] -1 -2  SUtility:5335
584969[3141] -1 -2  SUtility:3141
686879[1046] 854542[1674] 854857[836] -1 -2  SUtility:3556
 34889[8] -1 34901[6] -1 -2  SUtility:14
 54657[18] -1 -2  SUtility:18
 12847[18] -1 12895[18] -1 -2  SUtility:36
840378[22828] -1 -2  SUtility:22828
839611[9424] -1 -2  SUtility:9424
820844[2092] 821341[8376] -1 -2  SUtility:10468
706205[1988] -1 706205[1988] -1 706205[1988] -1 -2  SUtility:5964
 12779[16] -1 -2  SUtility:16
820398[18745] -1 -2  SUtility:18745
687475[2093] 846391[1151] -1 -2  SUtility:3244
853102[2720] 854787[523] 854793[1360] 854797[2928] 854840[1046] -1 854782[941] -1 -2  SUtility:9518
850949[2720] -1 -2  SUtility:2720
 33449[9] -1 -2  SUtility:9
748293[3350] -1 -2  SUtility:3350
851326[1046] 852978[2617] 853096[5235] 853105[1046] -1 -2  SUtility:9944
510451[17279] -1 -2  SUtility:17279
853362[1254] -1 -2  SUtility:1254
678376[1046] 845962[994] 846119[889] 848302[1360] 853128[1674] 853165[1046] 853263[1046] -1 -2  SUtility:8055
 33469[9] -1 -2  SUtility:9
531517[3141] 717061[1674] -1 -2  SUtility:4815
840762[29217] -1 -2  SUtility:29217
2[40] -1 3[2] -1 11[18] -1 13[50] -1 23[5] -1 28[21] -1 34[10] -1 36[8] -1 39[21] -1 44[4] -1 53[4] -1 56[6] -1 59[10] -1 63[24] -1 67[15] -1 76[12] -1 85[2] -1 86[7] -1 90[1] -1 93[21] -1 99[2] -1 111[2] -1 116[40] -2 SUtility:325
695399[1046] 845583[523] 845585[523] -1 -2  SUtility:2092
829004[6282] -1 -2  SUtility:6282
511696[7328] 836958[2092] 839572[12985] -1 -2  SUtility:22405
509401[2093] -1 509401[2093] -1 509401[2093] -1 -2  SUtility:6279
1[5] -1 1[8] -1 1[1] -1 172[6] -1 63[1] -1 2756[4] -1 292[2] -1 224[6] -1 71[3] -1 138[9] -1 51[1] -1 220[8] -1 1339[3] -1 1376[3] -1 98[4] -1 3273[4] -1 101[4] -1 197[10] -1 17[1] -1 269[5] -1 71[1] -1 2578[1] -1 3256[12] -1 71[2] -1 3274[8] -1 1908[4] -1 39[8] -1 2025[8] -1 2315[10] -1 2041[3] -1 14[30] -1 3275[10] -1 40[4] -1 19[4] -1 262[2] -1 8[3] -1 3276[3] -1 18[3] -1 40[15] -1 3277[5] -1 3278[3] -1 29[3] -1 21[1] -1 3279[4] -1 8[15] -1 665[4] -1 18[24] -1 122[2] -1 3280[8] -1 3281[12] -1 3282[2] -1 307[4] -1 197[3] -1 492[3] -1 265[16] -1 231[10] -1 335[3] -1 479[20] -1 307[4] -1 591[12] -1 -2  SUtility:377
695266[2931] 695268[2931] 707911[2722] -1 -2  SUtility:8584
716671[418] 716714[523] 716746[523] 851097[1046] 851163[627] 851592[313] -1 -2  SUtility:3450
833755[523] 834880[732] -1 -2  SUtility:1255
586743[837] 587317[837] 829053[523] -1 -2  SUtility:2197
851757[732] 853081[523] 853102[2720] 854780[208] 854785[1464] -1 -2  SUtility:5647
600502[26075] -1 -2  SUtility:26075
 635[3] -1 215[5] -1 3[3] -1 -2  SUtility:11
855057[208] 856550[1046] 857187[1046] -1 -2  SUtility:2300
725532[523] 744775[837] 800268[941] 819430[418] 820396[732] -1 -2  SUtility:3451
545879[2617] 821277[1046] -1 -2  SUtility:3663
853102[2720] 854787[523] 854793[1360] 864880[1046] -1 -2  SUtility:5649
668596[4188] -1 -2  SUtility:4188
 12627[6] -1 12679[15] -1 12683[8] -1 12891[15] -1 -2  SUtility:44
 10335[10] -1 12495[45] -1 12691[8] -1 12695[27] -1 32209[40] -1 32221[16] -1 33433[35] -1 33437[4] -1 33453[9] -1 33465[10] -1 34901[27] -1 46289[6] -1 -2  SUtility:237
853085[313] 853094[4188] 853096[5235] 853105[1046] -1 -2  SUtility:10782
712276[5444] -1 -2  SUtility:5444
 10295[40] -1 10299[6] -1 10303[7] -1 10307[8] -1 10311[10] -1 10315[10] -1 10331[15] -1 10335[4] -1 10339[6] -1 10829[27] -1 10833[7] -1 10845[8] -1 10853[9] -1 10857[40] -1 10861[4] -1 10865[6] -1 12343[35] -1 12355[10] -1 12459[16] -1 12463[35] -1 12479[12] -1 12483[2] -1 12487[20] -1 12495[20] -1 12523[8] -1 12527[18] -1 12531[40] -1 12603[70] -1 12611[27] -1 12621[6] -1 12631[15] -1 12655[12] -1 12663[9] -1 12667[10] -1 12683[24] -1 12691[12] -1 12695[18] -1 12703[8] -1 12711[12] -1 12715[6] -1 12719[12] -1 12723[42] -1 12727[40] -1 12735[20] -1 12743[8] -1 12755[64] -1 12759[6] -1 12763[20] -1 12767[20] -1 12771[16] -1 12779[18] -1 12787[30] -1 12795[2] -1 12815[28] -1 12819[9] -1 12827[45] -1 12839[20] -1 12843[4] -1 12847[8] -1 12875[24] -1 12883[9] -1 12887[28] -1 12895[8] -1 32201[20] -1 32209[32] -1 32213[12] -1 33433[35] -1 33437[8] -1 33441[42] -1 33445[12] -1 33449[15] -1 33453[27] -1 33469[27] -1 34889[36] -1 34893[4] -1 34897[5] -1 34901[9] -1 34905[7] -1 34913[63] -1 46289[14] -1 -2  SUtility:1501
826610[1464] 834877[732] -1 834880[2196] -1 -2  SUtility:4392
861498[3664] -1 -2  SUtility:3664
567327[941] 567329[837] 567333[837] 684762[1046] 684785[1046] 854268[1882] -1 -2  SUtility:6589
14[2] -1 197[3] -1 124[1] -1 339[1] -1 5324[1] -1 29[16] -1 50[4] -1 52[3] -1 290[2] -1 1065[12] -1 3[3] -1 777[2] -1 -2  SUtility:50
716671[418] 716714[523] 845954[889] 851285[418] 851579[418] -1 -2  SUtility:2666
537479[12043] -1 -2  SUtility:12043
 12831[24] -1 -2  SUtility:24
836827[6596] 846391[1151] 854343[2617] -1 -2  SUtility:10364
 12659[8] -1 12883[3] -1 -2  SUtility:11
849132[9947] -1 -2  SUtility:9947
853702[523] 853767[1046] -1 853700[837] 853713[837] 854118[1360] -1 -2  SUtility:4603
850949[2720] -1 -2  SUtility:2720
850942[941] 853420[2092] -1 -2  SUtility:3033
 6[50] -1 5193[28] -1 3[3] -1 -2  SUtility:81
827009[2092] -1 -2  SUtility:2092
 12487[2] -1 -2  SUtility:2
829042[5235] -1 -2  SUtility:5235
827011[3141] 827013[1570] -1 -2  SUtility:4711
 11[10] -1 1[14] -1 6[50] -1 247[18] -1 5397[20] -1 1146[12] -1 2402[8] -1 14[6] -1 1743[24] -1 4321[14] -1 130[54] -1 131[21] -1 133[7] -1 5398[20] -1 644[8] -1 64[24] -1 473[15] -1 -2  SUtility:325
2[20] -1 6[18] -1 9[6] -1 14[14] -1 23[10] -1 26[18] -1 34[30] -1 37[10] -1 38[9] -1 44[10] -1 53[12] -1 56[36] -1 59[6] -1 63[60] -1 67[3] -1 76[12] -1 85[8] -1 86[10] -1 90[5] -1 93[70] -1 100[6] -1 110[5] -1 116[16] -2 SUtility:394
640015[3350] -1 -2  SUtility:3350
613743[9424] 827013[1570] -1 -2  SUtility:10994
684093[1046] -1 -2  SUtility:1046
714665[3140] 851242[1360] -1 -2  SUtility:4500
853102[2720] -1 -2  SUtility:2720
746433[49114] -1 -2  SUtility:49114
 10841[28] -1 10877[12] -1 12355[10] -1 -2  SUtility:50
684942[313] 851163[627] 851165[941] 851579[418] -1 -2  SUtility:2299
 10335[6] -1 33437[36] -1 34901[27] -1 -2  SUtility:69
587435[3559] -1 -2  SUtility:3559
587872[41783] -1 587872[41783] -1 587872[41783] -1 -2  SUtility:125349
1[15] -1 1[5] -1 1[4] -1 36[4] -1 8[2] -1 400[5] -1 18[1] -1 8[4] -1 108[2] -1 18[14] -1 19[2] -1 219[4] -1 53[3] -1 9234[4] -1 9235[2] -1 14[1] -1 9236[9] -1 9237[1] -1 -2  SUtility:82
567329[837] 854264[837] 854358[1360] 854495[627] 854545[523] -1 -2  SUtility:4184
 10311[2] -1 10315[3] -1 -2  SUtility:5
840376[6272] -1 -2  SUtility:6272
821037[837] -1 -2  SUtility:837
2[30] -1 3[5] -1 9[9] -1 14[10] -1 23[5] -1 26[3] -1 34[25] -1 36[8] -1 39[21] -1 41[9] -1 52[8] -1 55[12] -1 59[3] -1 63[36] -1 67[6] -1 76[16] -1 85[4] -1 86[1] -1 90[10] -1 93[42] -1 98[21] -1 107[20] -1 115[24] -2 SUtility:328
853096[5235] -1 -2  SUtility:5235
 12583[16] -1 -2  SUtility:16
587266[4184] -1 -2  SUtility:4184
853122[10471] -1 -2  SUtility:10471
511501[5235] -1 -2  SUtility:5235
581611[1465] 835195[941] -1 -2  SUtility:2406
748302[3350] -1 -2  SUtility:3350
557313[1778] 821305[8368] -1 -2  SUtility:10146
 33437[20] -1 33449[15] -1 -2  SUtility:35
831976[1884] -1 -2  SUtility:1884
686864[1046] 686879[1046] 848658[1151] 850702[1570] 851757[2196] 853081[523] 854716[2092] 854770[837] -1 -2  SUtility:10461
697638[1256] -1 -2  SUtility:1256
 12815[8] -1 12895[18] -1 -2  SUtility:26
2509[2] -1 17[1] -1 632[12] -1 1018[4] -1 29[5] -1 8[9] -1 1189[24] -1 18[5] -1 8[2] -1 870[16] -1 2260[5] -1 5643[2] -1 381[4] -1 8[4] -1 905[3] -1 5451[15] -1 18[1] -1 5048[3] -1 21[5] -1 8[6] -1 511[2] -1 -2  SUtility:130
642153[3138] 826563[1464] -1 -2  SUtility:4602
 12431[20] -1 12679[40] -1 12751[8] -1 18863[20] -1 -2  SUtility:88
854262[837] 854510[941] -1 -2  SUtility:1778
717061[1674] -1 -2  SUtility:1674
 12407[16] -1 12411[3] -1 12443[24] -1 12711[36] -1 -2  SUtility:79
838503[18745] -1 -2  SUtility:18745
537012[3664] -1 537012[3664] -1 -2  SUtility:7328
2[10] -1 4[5] -1 9[5] -1 15[7] -1 23[40] -1 27[4] -1 34[50] -1 36[10] -1 39[27] -1 41[3] -1 52[1] -1 55[40] -1 59[3] -1 63[36] -1 67[12] -1 76[4] -1 85[18] -1 86[2] -1 90[3] -1 93[21] -1 99[9] -1 108[12] -1 114[21] -2 SUtility:343
853720[2093] -1 -2  SUtility:2093
820396[784] 834880[732] -1 573357[784] -1 -2  SUtility:2300
 12759[24] -1 -2  SUtility:24
851024[2092] -1 -2  SUtility:2092
553762[2303] 829045[1570] -1 -2  SUtility:3873
849284[889] -1 -2  SUtility:889
717003[3350] -1 -2  SUtility:3350
 12355[5] -1 12783[21] -1 12895[6] -1 18863[8] -1 -2  SUtility:40
838124[1151] 853758[4188] -1 -2  SUtility:5339
827011[3141] 827013[1570] -1 645385[2931] -1 -2  SUtility:7642
848337[2352] -1 -2  SUtility:2352
853214[7329] -1 -2  SUtility:7329
 33469[24] -1 -2  SUtility:24
636505[12462] -1 -2  SUtility:12462
601040[9422] 601042[6282] -1 -2  SUtility:15704
574777[7643] -1 -2  SUtility:7643
229[2] -1 3156[2] -1 968[2] -1 71[20] -1 63[3] -1 395[20] -1 40[10] -1 2782[4] -1 18[5] -1 8[10] -1 3173[10] -1 14[6] -1 630[2] -1 40[8] -1 89[10] -1 19[9] -1 74[2] -1 20[8] -1 160[3] -1 8[9] -1 2998[9] -1 92[4] -1 3174[1] -1 206[5] -1 138[2] -1 219[1] -1 3037[3] -1 21[1] -1 153[3] -1 1825[10] -1 227[1] -1 210[1] -1 14[4] -1 968[1] -1 71[2] -1 290[20] -1 399[3] -1 292[9] -1 3175[8] -1 71[16] -1 3176[6] -1 14[4] -1 3177[5] -1 29[4] -1 2304[2] -1 8[2] -1 126[5] -1 21[3] -1 8[5] -1 348[5] -1 18[8] -1 8[4] -1 3173[2] -1 29[10] -1 3175[2] -1 21[4] -1 94[2] -1 14[2] -1 1029[2] -1 71[10] -1 3178[8] -1 14[10] -1 3179[2] -1 -2  SUtility:356
709634[837] 826908[837] 837442[523] 837485[627] -1 -2  SUtility:2824
716932[12354] -1 716932[12354] -1 -2  SUtility:24708
507610[1122] -1 702920[1440] -1 -2  SUtility:2562
853154[626] 853379[626] 853402[2617] -1 -2  SUtility:3869
571246[523] 690734[1254] 854797[732] 855020[481] -1 -2  SUtility:2990
838246[13509] 854210[1046] 854257[1046] -1 -2  SUtility:15601
2[45] -1 3[2] -1 11[48] -1 13[40] -1 23[10] -1 28[63] -1 34[40] -1 36[14] -1 39[18] -1 46[3] -1 53[4] -1 56[12] -1 59[5] -1 63[30] -1 67[21] -1 76[4] -1 85[12] -1 86[8] -1 90[3] -1 93[21] -1 99[3] -1 111[2] -1 116[32] -2 SUtility:440
835004[4816] 857204[18848] -1 -2  SUtility:23664
 10331[24] -1 -2  SUtility:24
850947[1046] 853420[2092] 853428[418] -1 -2  SUtility:3556
843342[19373] -1 -2  SUtility:19373
845410[2092] 854857[1254] -1 -2  SUtility:3346
827020[4188] -1 821272[418] -1 -2  SUtility:4606
684717[2093] 711307[523] 850945[732] 850947[1046] 850949[1360] 853420[2092] 853422[418] -1 -2  SUtility:8264
510445[8377] -1 -2  SUtility:8377
1[12] -1 3[7] -1 11[60] -1 16[45] -1 24[6] -1 29[8] -1 34[35] -1 36[12] -1 39[21] -1 42[36] -1 52[5] -1 56[54] -1 61[15] -1 66[10] -1 71[20] -1 79[35] -1 85[8] -1 86[9] -1 90[10] -1 95[20] -1 101[20] -1 111[8] -1 117[35] -2 SUtility:491
 18547[70] -1 -2  SUtility:70
853244[732] 854352[1360] 854536[313] -1 -2  SUtility:2405
849018[1465] 853128[1674] -1 -2  SUtility:3139
 12695[24] -1 -2  SUtility:24
853096[5235] -1 853105[1046] -1 -2  SUtility:6281
 12711[16] -1 -2  SUtility:16
853154[939] -1 -2  SUtility:939
854122[5230] -1 853366[523] -1 -2  SUtility:5753
 20807[1] -1 -2  SUtility:1
854787[523] 854853[2093] -1 854787[523] 854853[2093] -1 854787[523] 854853[2093] -1 -2  SUtility:7848
854716[1046] 854720[523] -1 -2  SUtility:1569
 12695[18] -1 -2  SUtility:18
